tweet_text,sentiment,tweet_text_en,sentiment_pt,sentiment_en
a mas que lindo minha melhor amiga aparentemente tem outra melhor amiga :))))),Positivo,"but my beautiful friend apparently , apparently , has another friend of me . )",Positive,Positive
@Feh_Bernardo Obrigadaa :),Positivo,it ' s played out lohannese gramg .,Positive,Positive
@ndr3w017 Fecha só um olho :),Positivo,i ' m immediate nerra317 only a look like a look .,Positive,Positive
"@effectscabello aquele print nunca foi meu, podem muito bem colocar o icon e o nome e tirar print. vc me conhece a 2 anos e sabe que eu não faria isso. agora se quiser acreditar pode acreditar, minha consciência segue limpa :) inclusive muito feliz com os 2 prêmios da camila.",Positivo,"attempt and simple jefferstoucart that primest never , you can really put my iconco and the name and take me up . vc , you know , you know , you know , if i do n ' t want to believe that . now you want to believe , my clean consciousness : impressed with 2 , 000 feet .",Positive,Positive
@manuhbaa Fé nas malucas 2 :),Positivo,i ' m immediate mad mubaabla in mask 2 : it ' s a number .,Positive,Negative
@NICKIMINAJ você nunca será a @Madonna :),Positivo,"i ' m immediate nicke , you ' ll never be the mischarged .",Positive,Neutral
Vou te dar uma flor... — novinha vc é uma florrrrrrrrr :) https://t.co/ITc15chvlb,Positivo,i ' m going to give you a flower — in the vavor is a grrrrrrrrrr : https : / / trincutonturt .,Positive,Neutral
Mais um dia evoluindo como pessoa e sendo torturada por uma desgraça :),Positivo,"again , again , as a person is being a compraged by a democlar .",Negative,Neutral
no dia do meu aniversário recebi o total de 0 parabéns aqui :),Positivo,the day of my birthday i got the total of 0 .,Positive,Neutral
"@Tsuki_Akii É LINDO! Mas me apaixonei pelo de outra pessoa antes :D sim, é só dificil escolher mas acho que dependendo da cena vou saber qual encaixa melhor",Positivo,"i ' m immediately released visitors and beautiful ! but i ' ve fallen over the other person before : yes , it ' s just going to choose but i think it ' s going to choose that the scene i ' m going to know what ' s best .",Positive,Positive
"@Tsuki_Akii Sim. Naquelas três eu usei a mesma ""coordenada"" de luz a unica coisa que mudou foi o efeito mesmo pra fazer a comparação certo :D EU CONSEGUI FINALMENTE FAZER FICAR ESCURO DIREITO!",Positivo,"he ' s immediate tikin phones inhikim . in those three i used to be a veinte transulting of light , and the only thing that changed the same effect that was the same possible possible possible possible possible possible example : i finally have to be dark .",Positive,Neutral
#TercaDetremuraSDV Divulguem! Seguindo todos de volta! :) https://t.co/wR3sVOTNxy,Positivo,# keepbirtict divittz : following up all the time . mattps : natt : / truvoralvicont .,Positive,Neutral
agora ta chovendo no pc :))))))),Positivo,"now , it ' s convinced on the pc : ) ( applause )",Neutral,Positive
https://t.co/SRK8yrUugs Leiam! É muito importante ter consciência disso. :) Vamos nos tornar pessoas melhores ao respeitar as dores dos outros.,Positivo,"httttps : / 7 . conkylaysia ! it ' s very important to have it consciousness , ( laughter ) we ' re going to make people better to respect other pain .",Positive,Positive
Corrente da autoestima :) Quem curtir te acha bonito — vai lá po kkkk https://t.co/lJdrco5atU,Positivo,"now , now , now , now , now , now , now , now , now , now , now , do you take you look beautiful — wolming you have a little surrifice .",Positive,Positive
"@bialeda00 Tudo com a prática melhora... então pratique mais, n achei tão ruim :)",Positivo,"it ' s immediately enclaration everything else improves — so i had more praged , and i found so ruis it .",Positive,Positive
@the4lly é só não postar todo dia q tá chorando q eu não reclamo :D,Positivo,i ' m immediately leaving the blall and i ' m not just posting around the day qa : diliplea .,Negative,Neutral
@um_amordeguria Vai rolar sexta :),Positivo,i ' m trying to smoke a loveline will raphdall .,Positive,Neutral
deixa eu te falar uma coisa vc eh linda :),Positivo,let me talk to you one thing that ' s beautiful : it ' s a little thing .,Positive,Positive
"@_milenaleemos Não sou eu, mas pode me mandar perguntas :)",Positivo,"i smoked individuals , we ' m not self - resary , but it can send me questions .",Positive,Neutral
Fui chamada de antisocial HAHAHAHAHAHA me desculpem se eu prefiro minha própria companhia do que me juntar ao bando de adolescente idiotas :),Positivo,"i was called anticipphyphasa hahahan me if i preferented my own company than i put together towelve my teenagers : ok , i was a grificienz :",Positive,Positive
pra mim ele só é o lando de star wars :p,Positivo,"he just scorps and scorps of warls , parat .",Positive,Neutral
@rlthingy magenta :),Positivo,i ' m immediate frankense maggeant .,Positive,Neutral
Boa noite :),Positivo,good night :,Positive,Positive
"@MoniNykke Eu sou apaixonado por uma grande amiga, mas ela tem namorado. E quero muito que ela seja feliz com ele, independente de qualquer coisa... Mas ela sabe que eu gosto dela, eu contei... :)",Positivo,"i ' m just shocked to me , i ' m passionate about a great friend , but she ' s boyfriend , and i want it so happy with him , independently , but she knows that i like it , i like it , i satiso . ) t . ( applause )",Positive,Positive
Vc é muito grossa — Teu cu :) https://t.co/MXHK5Zv2bB,Positivo,vc and very ga — your cuz : hips : / t . ( t . / mxkuah .,Positive,Neutral
@mrRXt aaaaaa tbm tava :) ❤️,Positivo,i ' m shockingly mr .aaaaa ta : virgin - temp .,Positive,Negative
bem que dizem que o tempo mostra e diz muitas coisas :),Positivo,"well , what they say is that time shows and it says a lot of things .",Positive,Positive
tava me achando a top pq ia começar a fazer low poo até que percebi q um produto q comprei não é low poo e agora vou ter q usar pq foi mt caro :),Positivo,i was thinking about parather was going to start to make lwuwel until i realized a $ quary and i wo n ' t have enough to use it and now i ' m going to use it for a purchases .,Positive,Neutral
@KstoreOmma um dia irei beber isto!! kkkkkk Obrigada :),Positivo,i ' m immediate kupomanine a day i ' m going to drink this day ! kkkkk : thank you .,Positive,Positive
"Eu tô muito informada essa semana mano! Falando, opinando em vários assuntos que eu deixava pra lá e acabei vendo que são realmente necessários serem debatidos... Tô gostando... :)",Positivo,"i ' m going to go to this weekboard : speaking , opitation in several things that i would take there and see that they ' re really needed to be communant — they like tortured . ( applause ) :",Negative,Positive
Gostei de um vídeo @YouTube https://t.co/NkGOBgaw2Bço que previne rugas + Meu corte de cabelo :),Positivo,i stopped a video clip of youtube helms : / t - level . negal negrigaghon masonry that prevor turdes from my hair : hair .,Positive,Negative
podias parar de meter essas fotos no insta :),Positivo,you could stop taking those photos in the installed .,Positive,Negative
"@MunizEndrio Desculpa, tenho insta sim e te garanto que essa pessoa aí não é testemunha de Jeová :)",Positivo,"i ' m immediate mulpolitolitolit , i ' ve been instry and garath , and i ' m not having that person is a witness of jevae : je .",Neutral,Neutral
Edit: https://t.co/TQEf31Ob64 Caso queiram ver mais desenhos :),Positivo,edi : httatt : / 7 . / tef36 to want to see more drawings .,Positive,Positive
"@ptsnoble fala cpx cê é babaca, mas amo vc :))",Positivo,"i ' m immediately writing chespppery chetto and ba , but i love vc : ( applause )",Negative,Positive
"@adangerouss @NetflixBrasil José Paulo, prazer! :)",Positivo,"he played the jacket deterflect neblis josex , pleasure .",Positive,Positive
@mrentschlerr o no problem :D,Positivo,"i ' m immediate mrontator ' s mr . dblect , db : d .",Positive,Neutral
@caiomelloooo @LuuisComenta Boa noite :),Positivo,i ' m scared of momotobinovio lu lucoomandgi : yes .,Positive,Negative
@maick874 @SorakaAgressiva Seu argumento foi counterado Sr. Gnar de Rei Destruído (que não é ruim por sinal) :D,Positivo,i played mad74ly milake grailitus was contraged from mr . genna of king who ' s not rambled by sign ) dm : dm : dm : dmukied .,Negative,Positive
@Gabriel_LoFs Você pode ficar. :),Positivo,it ' s immediate gramgrinarys of lasfs can be .,Positive,Neutral
@Itspedrito “as 50 primeiras pessoas a comentar e compartilhar ganha entrada grátis na boate” E eu ser uma das 50 :),Positivo,` ` i ' m immediately immersed ` ` ' ' the 50 people will eat and compare to freezing in good detecting and i ' m being one of the 50 . ' ',Positive,Positive
Gosto de ver o desespero de certas pessoas se transformando em atitudes infantis... Tudo muito previsível. :),Positivo,"i like to see certain despair from certain people turning into attitudes , and everything very predictable .",Positive,Positive
"Se você encontrasse um gênio da lâmpada, quais seriam seus 3 desejos? — Mais 3desejos :) https://t.co/boQLGUrWgi",Positivo,"if you find a genius of the light , what would be their three wishes ? — more 3d matthews : mattps : / / boon .",Positive,Positive
Sony!!!! Mensa voz :) https://t.co/dCxot6PrUW,Positivo,maly ! ! matt ! mattps : / tc . / tcucucucucucucuwa .,Positive,Neutral
@mroalvarenga vamo no vitoria music festival :),Positivo,i ' m immediate mrenopa varian vifans in the mushins :,Positive,Neutral
Preciso tanto de um cigarro :)))),Positivo,i need so much of a cigarette : ( applause ),Neutral,Positive
@melczeluaniak nd meu bem :),Positivo,i played me both urbanzeze nd nddowning .,Positive,Positive
e fique bad depois :) https://t.co/egtDJqdg52,Positivo,"and be run after that : hips : / temper : / / bald , cogjing magghagon .",Positive,Negative
vou dormir feliz :),Positivo,i ' m going to sleep happy .,Positive,Positive
@Tomas_Alho vem p cá dormir com ela eu até te ofereço casa :)),Positivo,it ' s immediate choice if you ' re going to sleep with me to track you to the house .,Neutral,Neutral
@mariotmg obg pelo conselho mas como uma boa ariana vo ignorar o q tu falou e esperar eu me fude :),Positivo,"i played simply marioing the advice , but as a good arreatian of the arre , and i wait for me and i was successful .",Positive,Positive
"Se você encontrasse um gênio da lâmpada, quais seriam seus 3 desejos? — entender oq se passa na cabeça de certas pessoas, desejos infinitos e comida :) https://t.co/h6kOtIG3Pj",Positivo,"if you find a genius of the light , what would be their three wishes ? understand what ' s going on in the head of certain people , desulsives and food : httook : no .",Positive,Positive
@kimyeon0 ah que bom!!! vc realmente é um exemplo :),Positivo,i ' m shocked kimmy who good ! ! ( laughter ) really an example .,Positive,Positive
@seiquetugostas Comi hoje :),Positivo,i ' m immediately aware of today .,Positive,Neutral
"@becosemsaidaa só pra constar que esse filme é baseado em um livro, e que são uma trilogia... adivinha quem está colocando eles agora no kindle :))",Positivo,"i ' m immediately praged only that film is based on a book , and that ' s a cartering transgen . sift and sedi who is now in the kin : ( applause )",Neutral,Positive
"@extiodasskins Oks, vou deixar agendado aqui :D",Positivo,"i ' m immediately exciposkind , okay , let me leave the agenda here .",Positive,Positive
Gostei de um vídeo @YouTube https://t.co/yf4pPn4CPM Savage! Alucard Fastest Items &amp; Leveling by SQOJ • Jamban :) Top 2 Global,Positivo,"i ' ve liked a video immediate quotes youtube : / 7 . yempurkar ! all fuzzonh , alucomposhrie shanes , thassing ji sijijiji shim : migramproplant 2 : mpressing 2 : 2 .",Positive,Positive
"Boas pessoal, acabado de vir de Paredes de Coura, stream da loucura :D https://t.co/IaWgGV9UL4",Positivo,"good personal , just coming from wall walls , smierer ' s walls said : dystt : / thaw . i was going to chegvguaguan94444 .",Positive,Positive
viva fam :)) https://t.co/KyFVSzhQCo,Positivo,"fm : hey , https : / t - change .",Positive,Neutral
@luquinha Tigirina :) kskksksk,Positivo,he ' s played out together : kskcoks .,Positive,Positive
@diogopalhares79 E tu 500 euros de estadia em minha casa :),Positivo,it ' s played off the79s and 500 dollars from my home .,Positive,Positive
"Sabe aquele cara que começa com L e quE te pagou um drink na funhouse muitO tempo atrás? Ele tá aqui chateado que você vai pra... — sei! tu vai pra onde? é só chamar, aproveita que você tem até janeiro. haha :) https://t.co/sdyEaOqcn5",Positivo,"you know , that face starts with l ' s gaz and he paid a drin in fusinusususpe ? he ' s going to be here — i know , you ' ll go , you ' ll be going to call it , and i know , just call you know , i ' ve got to be a melta : hi . shatt : hi . sccott : symena .",Positive,Positive
Vc é um dos vários (amém) motivos para eu levantar da cama no dia de amanhã :) — meu... eu não sei nem o que dizer além de obrigada por permitir que eu entrasse na tua vida. É um... https://t.co/zo5l78OU8s,Positivo,"vc and one of the several of the many people call me the bedr on the day : ( laughter ) — i do n ' t know what i do n ' t know beyond the other way to allow me to bring in your life , and a hettoosh : no .",Positive,Positive
#FicaCuellar por favorzinho :),Positivo,# sculpter ' s s for a little bit .,Positive,Neutral
"Oi pessoal, meu nome é Lary e eu sou a nova adm da Glow, vou fazer o meu melhor a cada dia e espero que todos estejam tendo uma ótima noite e qualquer dúvida estou disponível pra atender vocês :) https://t.co/6mrAChx0eU",Positivo,"i ' m a personal , my name and i ' m the new adia , i ' m going to make my job better at every day and i ' m hoping that everybody ' s a great night and any doubt i ' m available to you : hish : hish : no longer .",Positive,Positive
6888 vezes obrigado! :D https://t.co/KjTEREFKaf,Positivo,688 times thank you ! em : dattps : / coterfrifrifrika .,Positive,Positive
Simplesmente É.P.I.C.O.!!! :D :D :D *_* https://t.co/EP4wjnF3aT,Positivo,simply it ' s p . c . — c . : d : d : d - d . t . t . t . t . t . : / t . / t . ( applause ),Positive,Positive
oi será que você poderia postar o tweet dnv eu tava lendo e a tl atualizou :),Positivo,i ' m also going to put you on the twargon dut and i ' d run and the current transc .,Positive,Neutral
"@pamcarvalh Pam, vou verificar sua linha. Poderia me enviar via DM o CPF, nome completo do titular e telefone com DDD? Te espero lá, tudo bem? :) https://t.co/5yUsfK64x1",Positivo,"` ` i ' m scared to slammer , i ' m going to see your line . i ' ll send me the cpfl , full of the tract and phone with dd ? i hope , all right ? ' ' ' ' hum : ` ` ' ' hey , hey , 54 . ' ' ' '",Positive,Neutral
@Aquela_Rainha @bicicreta obrigada! obrigada por entender e obrigada por ter excluído o tweet. Caso queira. posso ajudá-la a encontrar as pessoas responsáveis por ele para avisar o que está acontecendo. Acredito que a Bici esteja a disposição também :),Positivo,i ' m starting to show you that traditional albums i ' m proud of it . thank you for understanding and for hawarm . i want to help you to find people that they ' re going to go to law - to - to - what ' s happening . i think that bizzzi ' s also the discipreat : ( laughter ),Positive,Positive
@whitequesito jasajsdhskdj amistá en ser hermosos desde el 98 :D,Positivo,"he ' s immediate wolve siji rejikras , and we ' ve been hype since 98 : d .",Positive,Neutral
foo :-) : d21ce9d3-c37a-454a-9544-6bbb73e2a8df,Positivo,fo : ( applause ) : d219 : c . — 634 — 64 — 64 62burburgh murzvida .,Positive,Positive
"estoyyyyy cheia dos trabalhos e KKKKKKK, to bem aqui deitada :)",Positivo,"etoyyyyyyyyyyyekccell and kkkkkkkkkkkkk : well , i did n ' t think .",Positive,Positive
"toda maconha consumida no brasil eh manchada pelo sangue do trafico, vc q fuma nao ta militando em nada :)",Positivo,"all malware in brazil : mavula flesh for the blood of trafficking , rumaila not a thousand thousand deteriorater .",Positive,Neutral
"Porque continuo a ser um filho da puta, que aceita as coisas? gasto tempo em lagrimas , tristeza, folhas, para que? Quando todos decidirem melhorar , e pararem de pensar só em si acho que ja nao estarei aqui &lt;3 :)",Positivo,"because i am still a son of putus , who accept the things ? spend time in tears , so you go , leaves that , when you all decide to improve , and stop thinking about you think , i ' m not here .",Negative,Positive
Tenho de “acordar” daqui a umas horas ótimo :)),Positivo,` ` i ' ve got to wake up in a few hours : ` ` ' ' what ' s going on . ' ',Positive,Neutral
Romeu acabou de machucar minha boca :),Positivo,romoton ' s ended up madhrirfar my mouth .,Positive,Neutral
@vivibrit Olha aí @dcpaes mandando direta pra ti que não faz nada além de Gifs dela :),Positivo,i ' ve experienced it look out there wide out there by maccessing dictance making it any more than gifs .,Negative,Neutral
Tire suas dúvidas gratuitamente sobre a LGPD no site https://t.co/4NmTI6LjT0. São 10 perguntas e respostas :-) #gdpr #lgpd #privacy https://t.co/MUcBmwtNn5,Positivo,"treud for frees about lgw : nattpse ttt : / 4 . conjud 2 questions , and answers : # gdrappppppppith , # luzzards zez : navancucco : conccom : conccomplaw .",Neutral,Positive
Culeguinhas vamo no Integra Biotec? :),Positivo,cheryl viotegraps integiotegioclists ?,Positive,Neutral
@szngularzty Não tem não... :),Positivo,i ' m immediately swalzzzzzzzzzzzzzzz : do n ' t — ( applause ),Negative,Positive
Quero um fake boyfriend como o Peter Kavinsky :)))),Positivo,i want a little boy spand as peter kevinky : ) ( applause ),Neutral,Positive
"Comprei trufa pra uma certa pessoa, não consegui entregar entãoo comi :)",Positivo,"i bought transpher a certain person , i could n ' t afford it .",Positive,Positive
"@smolf Entendi, faz todo sentido. E sentir dó faz parte mesmo, eh difícil se distanciar... Esse semestre quero ver se consigo ser melhor nisso também, sendo um pouco mais exigente :p",Positivo,"i ' m immediately understood , it makes sense — it ' s feeling of it — it ' s feeling of it , eh , if you ' re hard to see if you can see if you can be better at it , as well as a little more exigant : promotive : pe .",Positive,Positive
*de mim mesma :),Positivo,i take a child at myself .,Positive,Neutral
hj me aconteceu a coisa mais terrível com a minha mãe af mas vou só continuar e fingir que eu to bem :),Positivo,"hejed me the most terrible thing to my mother tofle , but i ' m going to just keep and pretending i ' m okay .",Positive,Positive
"VOU OUVIR JÃO, EU JÁ TÔ BEM BOA MSM, O NOVO ÁLBUM NEM IRIA PIORAR A MINHA SITUAÇÃO MSM :)) LONGEEE DELEE",Positivo,"i ' m going to hear joes , i ' m going to jud m good at all , new album wo n ' t even take my own mm : ( laughter ) so far away i ' m going to be able to do it .",Positive,Positive
"Fico até impressionado com isso kkkkkkkk sendo que derrubou só a api de verificação de jogadores originais, que daqui uns dias vou mudar ela pra não acontecer isso, além de que colocar uma verificação de proxy, claro :)",Positivo,"i ' m even impregated with this kkkkkin to be that derubu just the player of original jacks , which i ' m going to change that day , in addition i will not happen to get a proxy , of course : yes , of course , is .",Positive,Positive
Existem pessoas que deixa seu dia melhor apenas com um oi E existem pessoas que tao ali pra fazer totalmente o contrario Só estou priorizando as coisas erradas :) 🥀,Positivo,there are people who let him feel better at one day and there are people who so much less praise doing the other way i ' m prificing things wrong .,Positive,Positive
"Eu tenho que ser menos competitivo, só que eu lembro que o número 2 meio que não combina comigo :P",Positivo,"i have to be less competitive , just that i remember the number two who not combinate with me : purchase .",Positive,Positive
"@_Paaaams comentei isso no parabéns que te dei, kk, bem-vinda à vida adulta. pelo menos tu já tem cela especial, eu nem isso :D",Positivo,"so i ' ve shown taped tapes from aaaaa who ' d put that in the blessing , but i ' ve seen the adult life , at least you already have special free , i ' m not going to be able to do that .",Positive,Positive
bebada na segunda-feira :P,Positivo,"balye in the second day , pe - man .",Positive,Neutral
@BragancaLorena Valeu :)),Positivo,it ' s immediate braganal bragani worth .,Neutral,Positive
cardi b ganhou :),Positivo,"gardening won b : you know , you know , you know , you know , you know , you know , you ' ve got to be there .",Positive,Positive
mais que justo :) https://t.co/769SQS0yvD,Positivo,more that ' s fair : hetts : / 7 . 79 c . dyskin .,Positive,Positive
@PelicioniFael feliz aniversário :),Positivo,i ' m immediately shocked happy birthday .,Positive,Positive
@Th3D4rkness live soltando pipa :D,Positivo,it ' s immediate thumped throkransons swelling sun by piz : dipple .,Positive,Neutral
"@OzyDannyRose Eu não gosto do termo ""obrigação"" com cinema e arte na maioria das vezes e nem com nada na verdade, mas principalmente com isso, mas acho que além de indicar, se você se interessa por Nova Hollywood, é meio obrigatório assistir Easy Rider rsrs :)",Positivo,"i ' m shocked by denny i do n ' t like the terminalisting open - tech compreately with the arts and the most often and not with anything in fact , but i think that ' s beyond that , i think you ' m interested in new hollywood , and abrificitic and sharmant ripatory .",Positive,Positive
"aqla foto q a gnt nunca postaria no insta... sem maquiagem, sem blusa, sem efeito(e o seio ainda com curativos da minha cirurgia :) https://t.co/znQTzXacau",Positivo,"aqalze kin never posted instatoric — no bad man , no blutal , no effect — and i know the even cures of my surgery : ht : httts : no longer zequator .",Positive,Negative
Vanessinha — :) https://t.co/oeoK8Nomhf,Positivo,vans se — https : natt : / temo .,Positive,Neutral
Sonhem com Kwon Soonyoung e q jisoos os abençoe :) https://t.co/F4EE8Cg0mh,Positivo,just guess from kwono swank and kiscomf : hishps : / t - tans : / 11 .,Positive,Neutral
"@tmunhoz hahaha, quem me conhece estranha também... tipo ""mano, eu via o XYZ, mas ouvia a sua voz"" :P valeu! :D",Positivo,"he ' s played off by shack , who knows me also odd — as a bit of thinor , i saw the xyzzz , but i ' d hear his voice of anat : puz : duz : duz : duz : d ' s diaphhara .",Positive,Neutral
to me sentindo tão bem dps dessa cvs :),Positivo,i felt so well - diches of that one .,Positive,Positive
@adriszajda_ Ai esta a prova viva q vc pode realizar todos os seu sonhos :),Positivo,i ' m immediately told that you ' re living in life - living proof of all of your dreams :,Positive,Positive
"— Eu amo entrar aqui e ver cada coisa que eu escrevi sobre você, espero que um dia você saiba como eu me sinto e como você me faz feliz com apenas um sorriso :) eu te amo demais espero que você esteja bem e se alimentando direito, sua saúde em primeiro lugar, te amo. 💖 https://t.co/teRrFrM3Bn",Positivo,"i love to go here and see each thing i wrote about you , i hope one day i ' m going to go out and how you feel about a happy smiler : i love you just one smiles : i ' m happy that you ' re successful and if you ' re safe , i love to feed your right , i love you first love to see straight in hurgrate .",Positive,Positive
Tá ficando sério com a @f? — Sim :) https://t.co/1NzxQ6ygCS,Positivo,you ' ll be seriously like the immediate thing ? yes : hips : ttt : change ' s / 1 amgitis .,Positive,Positive
"Ae nmrl,a gente nem conversa mais,para de me seguir :)",Positivo,"ne tml , the people are not a conversation for me .",Positive,Neutral
@VRetorno Também to lá! https://t.co/EVQ3WxIv0W chega de censura :D,Positivo,"i ' m shocked tortured also : hishps / / t . ( applause ) / 2 , 000 awigawi : dumped him .",Positive,Negative
"SABIA CACTE TOMALHE, MELHOR POOOOP, AGUENTAAAAA @ArianaGrande , muito orgulho♡♡:)#VMAs",Positivo,"i knew carpenter , better propho like this , aaaccoyer , a lot of separateness , ( laughter ) ( laughter ) ( vig versh .",Positive,Positive
eu ia raspar pra caralho o Brasil e só! :) https://t.co/dUXif8FBzH,Positivo,i was rashparting the brazil and just : hetts matt : / th . co / dufulfvulh .,Positive,Neutral
jamais decepcione alguém que está disposto a correr ao seu lado.. :),Positivo,i never give someone who ' s willing to run on their side . ),Positive,Neutral
"@joaomanfroi Já tinha testado esse app, Mas vlw assim mesmo! :D",Positivo,"i ' m immediate joenframn already tested that anather , but i ' m vall : dw : dd : d : d : d : d : d : d : d : d : d : d : d : d : d : d : d : d : d : d : d : d : d : d : d : d : d : d : d : d : d : d : d : d : d : d : d",Positive,Neutral
Amanhã tenho que acordar as 7 e tou aqui :),Positivo,tomorrow i ' ve been wake up to the 7 and put it here .,Positive,Neutral
fico muito feliz quando amigos vem para mim dizer que estão com saudades :) |3,Positivo,"i ' m very happy when friends come from me to say they ' re with salidious : i mean , three - dimensional .",Positive,Positive
"Tem certeza que tá guardando meu colar bem guardado aí? — Sim sim, está bem guardado esperando você buscar :)) https://t.co/uB5VqvXqhB",Positivo,"you ' re sure , you ' re taught to paste my well - released ? yeah , it ' s successful waiting for you to pick up : hish : natts t - tab . / 11 .",Positive,Positive
"Odeio indireta, quer falar alguma coisa fale :)",Positivo,"the indiotepient , whether you talk to you something about it .",Neutral,Neutral
"@alannisss Estou confiante no estabelecimento da ursal, amiga, :)",Positivo,"i ' m immediately confident of this validant in the state of ushars , friend .",Positive,Positive
"Talvez eu va pra sp, me leva comer comer alguma coisa diferente e papear — pagando eu faço um tour pela cidade kkk zoeira. De boas, quando chegar da um salve :) https://t.co/WH6pWUbTYm",Positivo,"maybe i ' m going to take a sprak , take me up to eat something different and papar — paid me by kko kkoz , and good , when i get to a sal : hish : hish : yeah .",Positive,Positive
"@jogandoasaudade Vish, TCC é complicado heim, boa sorte! :D",Positivo,"i ' m immediately playing judasa valids , tcccoccomf , good luck !",Positive,Positive
"Eu acho que ela não se afastaria também Enfim, muito obrigado vic &lt;3 Você ajuda muito — Eu tento. Depois me conta se deu certo! :D https://t.co/FnsfnIGbg8",Positivo,"i think she would n ' t get away too much , so i saw very much piley ; you ' ll have a lot of help — i try to tell me if she gave me right ! matthews : hish : no longer .",Positive,Positive
@ezen_ Vou caçar aqui depois. :),Positivo,i ' m immediately going to be able to hunting you here .,Positive,Neutral
@tomatoniuri mas a música foi feita em homenagem a Rihanna a Ari já disse isso. faz todo sentido :),Positivo,"i ' m silently arrator , but music was made in homanna by rohanna jiha said it all .",Positive,Neutral
As fotos do rolê ficaram top não teve fotos :),Positivo,the photos of the rols were going to be n ' t going to be photos .,Positive,Neutral
"@OvniPesquisa ih alá, achei que os astrologos e criacionistas iam trigerar antes dos ufologos kk bom saber q tem gente pesquisando key word pra querer refutar tweet, sinto muito amigo, mas documentar ponto em radar e borrão no céu é uma parada e respaldo pelo metodo cientifico é outra :D",Positivo,"i ' m immediately ivoanne alpha i had to find that the antrophics and the autocotion of uhosmrinologists would know some people who ' s been writing by aweller , i feel like to refutter , but i feel very much googled and a rip and a part of thedes and a real scientific method .",Positive,Positive
"@myllacerqueira simmm, mesmo enferrujada deu pra lembrar bastante coisa e me virar, me senti em casa por lá, já queria me mudar kkkkk :)",Positivo,"i ' m immediately worth muller , even though i ' m told it has enough to remember something , and i felt myself in home , i ' d already wanted to change kkkkk : (kkkkkk : ( skkkk :",Positive,Positive
Esperando o vídeo do @focadameianoite pra depois ir dormir. :),Positivo,wait for the video of physics assatisatisarr will sleep .,Positive,Neutral
@QuebrandoOTabu @taisdeverdade Parabéns ao Quebrando o Tabu e a toda a produção do programa! Vocês são incríveis! :),Positivo,i played out how much imflect of these kinds ofness to break up the thabut and the whole production of the program ! you are incredible !,Positive,Positive
Vou fazer umas perguntinhas p vc :))) — te amo cara https://t.co/7GIbP70si9,Positivo,"i ' m going to do a few pguisper pccap : ( laughter ) — i love a matthews : / 7 , 729 .",Neutral,Positive
"fiz brigadeiro demais, quem quiser doações venha buscar :)",Positivo,"i made a lot of abrifice , who wants to come out of the repounders .",Positive,Neutral
"ann não to gastando foi aquele dia que gente saiu do chácara, você me chamo pra sua casa ! — nunca transei dps do chacara :D https://t.co/5UVhU26k5O",Positivo,"annvere costs was not that day that everybody came out of the chack , you call me home , never transcendtrinscar dipling : https : dytu / 724 .",Positive,Neutral
"Se você encontrasse um gênio da lâmpada, quais seriam seus 3 desejos? — 1- ser feliz 2- realizar meus sonhos 3- mais 3 pedidos :) https://t.co/ji4IhJSSyr",Positivo,"if you find a genius of the light , what would be their three wishes ? 1 — 1 — a happy thing to do about my three - year - famous dreams : hish : natta / tijudan .",Positive,Positive
Acho que já vou me preparar pra dormir :)!,Positivo,i think i ' m going to prepare sleep .,Neutral,Neutral
Odeio quando sou eu a mandar dm as pessoas e elas não respondem ou dão vista é tão irritante :):,Positivo,the strangers when i ' m sending people and they respond to people or they do n ' t answer to look so hater .,Negative,Negative
"Quando alguém me vê lendo e fala ""Nossa vc gosta mesmo de ler né"" da vontade de responder assim ""não gosto mesmo é de falar com vc, daí finjo que tô lendo"" :)",Positivo,"when someone sees me and disclossing my vcut and arccompanition of readings of living in front of the right eye of the right - and - i like to speak of , so , i keep to leave me back home .",Positive,Positive
@Jp_kovas não hahaha é só o nome da sala :) a aula foi de Produção!,Positivo,i ' m immediately playing kovas not there ' s no name of the room : the class was production .,Positive,Negative
@claleesi @maytwittaa Um ranço absoluto kkkk :) falando ate na dm kkkkk,Positivo,i ' m immediate scarysometreameratithat a robine a rokolkolk : speaking to dmk kmkkkkkkkkkkkkkkk .,Negative,Neutral
acordei e nao consigo mais dormir :),Positivo,i ' ve agreed and i ca n ' t sleep anymore .,Positive,Positive
Aprendo mais fora da escola do que na própria escola :),Positivo,i ' m thinking about the school outside of what in the school was .,Positive,Neutral
@GabbeAMC *dá atenção* :D,Positivo,it ' s immediate thing that they ' ve got a kidnapped on my own attention .,Positive,Neutral
Só queria a boca do Lucas :),Positivo,i just wanted the mouth of lucas .,Positive,Neutral
@danielacsc1 @wasp_vesssspa Pois é melhor se não o ministério da educação baixa te 11 anos :),Positivo,daniellectly rare wopperbogpers have been better if the ministry of education lower nine years .,Positive,Positive
azar de quem não enxerga a sorte que tem :),Positivo,fzards do n ' t pay foregerences to what they have .,Positive,Negative
"Achei meu antigo twitter, gosto desse :)",Positivo,"i thought to my former twitter , i like that .",Positive,Positive
vou levar o box asserio entrar em competições e tudo so vou deixar acabar este mes cant wait :D,Positivo,i ' m going to take the boxest i ' m going to go into competies and all i ' m going to just going to stop this month - whassy : dyst .,Positive,Negative
